Customer ID,Age,Gender,Location,Subscription Status,Item Purchased,Category,Size,Color,Season,Purchase Amount (USD),Previous Purchases,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Promo_Dependency_Score,Review Rating,Review_Satisfaction_Score,Purchase_Intensity_Score,Frequency_Category_Score,Category_Diversity,Normalized_Category_Diversity,Customer_Value_Tier,Loyalty_Score_A,Loyalty_Score_B,Promo_Dependency_Segment,Customer_Engagement_Segment,Master_Customer_Segment
2414,69,Male,Pennsylvania,No,Shorts,Clothing,XL,Violet,Fall,95,30,Bank Transfer,2-Day Shipping,0,0,0,2.7,0.54,0.6,1,1,1,High Value,0.834,0.775,Organically Motivated,Moderately Engaged,Premium Loyalists
2415,26,Male,Virginia,No,Socks,Clothing,M,Lavender,Summer,26,14,Credit Card,Next Day Air,0,0,0,3.7,0.74,0.28,0.75,1,1,Low Value,0.708,0.27,Organically Motivated,Low Engagement,Premium Loyalists
2416,21,Male,Hawaii,No,Coat,Outerwear,XL,Lavender,Fall,34,30,Bank Transfer,Standard,0,0,0,4.3,0.86,0.6,1,1,1,Low Value,0.866,0.47,Organically Motivated,Moderately Engaged,Premium Loyalists
2417,59,Male,Nebraska,No,Sandals,Footwear,S,Black,Summer,83,26,Credit Card,Next Day Air,0,0,0,4,0.8,0.52,0.35,1,1,High Value,0.706,0.675,Organically Motivated,Moderately Engaged,Premium Loyalists
2418,21,Male,Alaska,No,Backpack,Accessories,M,Olive,Fall,24,32,Venmo,Standard,0,0,0,3.3,0.66,0.64,0.8,1,1,Low Value,0.818,0.44,Organically Motivated,Moderately Engaged,Premium Loyalists
2419,22,Male,Michigan,No,Pants,Clothing,S,Indigo,Fall,69,47,Cash,Next Day Air,0,0,0,4,0.8,0.94,0.35,1,1,Mid Value,0.832,0.815,Organically Motivated,Highly Engaged,Premium Loyalists
2420,26,Male,North Carolina,No,Sweater,Clothing,M,Blue,Fall,40,11,Credit Card,Next Day Air,0,0,0,2.7,0.54,0.22,0.35,1,1,Low Value,0.59,0.31,Organically Motivated,Low Engagement,Moderate Customers
2421,41,Male,North Carolina,No,Jacket,Outerwear,S,Green,Winter,87,28,PayPal,Free Shipping,0,0,0,4.2,0.84,0.56,0.2,1,1,High Value,0.692,0.715,Organically Motivated,Moderately Engaged,Moderate Customers
2422,37,Male,Minnesota,No,Sneakers,Footwear,L,Pink,Spring,46,2,Debit Card,Standard,0,0,0,4.6,0.92,0.04,0.35,1,1,Mid Value,0.574,0.25,Organically Motivated,Low Engagement,Moderate Customers
2423,30,Male,Georgia,No,Jewelry,Accessories,M,Peach,Winter,82,45,Credit Card,Store Pickup,0,0,0,4.8,0.96,0.9,1,1,1,High Value,0.966,0.86,Organically Motivated,Highly Engaged,Premium Loyalists
2424,49,Male,West Virginia,No,Backpack,Accessories,M,Purple,Summer,81,7,Credit Card,Free Shipping,0,0,0,2.8,0.56,0.14,0.35,1,1,High Value,0.568,0.475,Organically Motivated,Low Engagement,Moderate Customers
2425,49,Male,Delaware,No,Jewelry,Accessories,M,Peach,Winter,57,28,Bank Transfer,Next Day Air,0,0,0,4.5,0.9,0.56,0.75,1,1,Mid Value,0.808,0.565,Organically Motivated,Moderately Engaged,Premium Loyalists
2426,58,Male,North Dakota,No,Shoes,Footwear,S,Olive,Summer,49,34,Bank Transfer,2-Day Shipping,0,0,0,3,0.6,0.68,0.4,1,1,Mid Value,0.744,0.585,Organically Motivated,Moderately Engaged,Premium Loyalists
2427,70,Male,Florida,No,Jacket,Outerwear,M,Olive,Fall,42,26,Debit Card,Free Shipping,0,0,0,4.6,0.92,0.52,0.35,1,1,Low Value,0.718,0.47,Organically Motivated,Moderately Engaged,Premium Loyalists
2428,27,Male,Oregon,No,Jacket,Outerwear,M,Purple,Spring,26,45,Cash,Standard,0,0,0,3.3,0.66,0.9,0.4,1,1,Low Value,0.816,0.58,Organically Motivated,Highly Engaged,Premium Loyalists
2429,65,Male,Idaho,No,T-shirt,Clothing,M,Violet,Spring,38,34,Debit Card,Next Day Air,0,0,0,4.4,0.88,0.68,0.2,1,1,Low Value,0.732,0.53,Organically Motivated,Moderately Engaged,Premium Loyalists
2430,57,Male,Virginia,No,Sneakers,Footwear,XL,Maroon,Summer,57,47,Credit Card,Standard,0,0,0,4.4,0.88,0.94,0.8,1,1,Mid Value,0.93,0.755,Organically Motivated,Highly Engaged,Premium Loyalists
2431,20,Male,North Dakota,No,Jacket,Outerwear,XL,White,Summer,100,42,Cash,Express,0,0,0,4.3,0.86,0.84,0.4,1,1,High Value,0.818,0.92,Organically Motivated,Highly Engaged,Premium Loyalists
2432,34,Male,Alabama,No,Hoodie,Clothing,S,Olive,Fall,73,27,Bank Transfer,Express,0,0,0,3.4,0.68,0.54,0.35,1,1,Mid Value,0.7,0.635,Organically Motivated,Moderately Engaged,Premium Loyalists
2433,59,Male,Hawaii,No,Jacket,Outerwear,M,Peach,Winter,66,43,Venmo,Store Pickup,0,0,0,2.8,0.56,0.86,0.6,1,1,Mid Value,0.834,0.76,Organically Motivated,Highly Engaged,Premium Loyalists
2434,54,Male,Oregon,No,T-shirt,Clothing,M,Blue,Spring,73,16,Cash,Standard,0,0,0,3.4,0.68,0.32,0.75,1,1,Mid Value,0.714,0.525,Organically Motivated,Low Engagement,Premium Loyalists
2435,36,Male,Utah,No,Gloves,Accessories,M,Brown,Spring,45,40,Credit Card,Store Pickup,0,0,0,5,1,0.8,0.6,1,1,Low Value,0.86,0.625,Organically Motivated,Highly Engaged,Premium Loyalists
2436,21,Male,Hawaii,No,Sneakers,Footwear,S,Black,Fall,27,29,Cash,Free Shipping,0,0,0,4.5,0.9,0.58,0.75,1,1,Low Value,0.814,0.425,Organically Motivated,Moderately Engaged,Premium Loyalists
2437,52,Male,Connecticut,No,T-shirt,Clothing,M,Yellow,Fall,24,38,Credit Card,Store Pickup,0,0,0,2.7,0.54,0.76,0.4,1,1,Low Value,0.762,0.5,Organically Motivated,Highly Engaged,Premium Loyalists
2438,43,Male,Wyoming,No,Sneakers,Footwear,XL,Magenta,Winter,59,34,Credit Card,Store Pickup,0,0,0,3.4,0.68,0.68,1,1,1,Mid Value,0.872,0.635,Organically Motivated,Moderately Engaged,Premium Loyalists
2439,32,Male,Delaware,No,Jeans,Clothing,S,Cyan,Winter,20,30,Venmo,Express,0,0,0,3.4,0.68,0.6,1,1,1,Low Value,0.848,0.4,Organically Motivated,Moderately Engaged,Premium Loyalists
2440,55,Male,Arkansas,No,Handbag,Accessories,M,Maroon,Summer,44,45,Bank Transfer,Standard,0,0,0,2.8,0.56,0.9,0.2,1,1,Low Value,0.766,0.67,Organically Motivated,Highly Engaged,Premium Loyalists
2441,31,Male,Indiana,No,Socks,Clothing,M,Red,Spring,90,47,Bank Transfer,Standard,0,0,0,4.7,0.94,0.94,0.2,1,1,High Value,0.816,0.92,Organically Motivated,Highly Engaged,Premium Loyalists
2442,45,Male,California,No,Jewelry,Accessories,M,Black,Fall,36,5,Credit Card,Free Shipping,0,0,0,4.7,0.94,0.1,0.6,1,1,Low Value,0.644,0.23,Organically Motivated,Low Engagement,Moderate Customers
2443,53,Male,Wyoming,No,Blouse,Clothing,L,Violet,Winter,95,50,Debit Card,Free Shipping,0,0,0,4.7,0.94,1,0.75,1,1,High Value,0.944,0.975,Organically Motivated,Highly Engaged,Premium Loyalists
2444,24,Male,South Dakota,No,Backpack,Accessories,M,Green,Spring,30,24,Bank Transfer,2-Day Shipping,0,0,0,3.4,0.68,0.48,0.75,1,1,Low Value,0.762,0.39,Organically Motivated,Moderately Engaged,Premium Loyalists
2445,47,Male,West Virginia,No,Scarf,Accessories,S,Gold,Fall,65,15,Debit Card,Express,0,0,0,3.7,0.74,0.3,0.75,1,1,Mid Value,0.714,0.475,Organically Motivated,Low Engagement,Premium Loyalists
2446,63,Male,Tennessee,No,Scarf,Accessories,M,Brown,Summer,96,50,Cash,Store Pickup,0,0,0,4.1,0.82,1,1,1,1,High Value,0.982,0.98,Organically Motivated,Highly Engaged,Premium Loyalists
2447,38,Male,Alaska,No,Shirt,Clothing,L,Peach,Spring,65,7,Credit Card,2-Day Shipping,0,0,0,2.9,0.58,0.14,0.6,1,1,Mid Value,0.62,0.395,Organically Motivated,Low Engagement,Moderate Customers
2448,59,Male,South Dakota,No,Pants,Clothing,L,Peach,Fall,47,10,Venmo,Store Pickup,0,0,0,3.2,0.64,0.2,0.8,1,1,Mid Value,0.684,0.335,Organically Motivated,Low Engagement,Emotionally Loyal
2449,54,Male,Tennessee,No,Hat,Accessories,S,Violet,Fall,25,38,PayPal,Free Shipping,0,0,0,3,0.6,0.76,0.75,1,1,Low Value,0.838,0.505,Organically Motivated,Highly Engaged,Premium Loyalists
2450,26,Male,Alabama,No,Coat,Outerwear,S,Violet,Fall,56,31,Venmo,Express,0,0,0,4.1,0.82,0.62,0.8,1,1,Mid Value,0.828,0.59,Organically Motivated,Moderately Engaged,Premium Loyalists
2451,68,Male,North Carolina,No,T-shirt,Clothing,M,Magenta,Fall,76,7,Venmo,Standard,0,0,0,4.5,0.9,0.14,0.4,1,1,High Value,0.612,0.45,Organically Motivated,Low Engagement,Moderate Customers
2452,41,Male,Oklahoma,No,Socks,Clothing,M,Purple,Fall,60,27,Venmo,Store Pickup,0,0,0,3.4,0.68,0.54,0.6,1,1,Mid Value,0.75,0.57,Organically Motivated,Moderately Engaged,Premium Loyalists
2453,68,Male,New York,No,Shirt,Clothing,L,Purple,Winter,67,45,Bank Transfer,Express,0,0,0,4.1,0.82,0.9,0.35,1,1,Mid Value,0.822,0.785,Organically Motivated,Highly Engaged,Premium Loyalists
2454,21,Male,Iowa,No,Sweater,Clothing,XL,Cyan,Spring,95,13,Cash,Store Pickup,0,0,0,4.6,0.92,0.26,0.2,1,1,High Value,0.61,0.605,Organically Motivated,Low Engagement,Moderate Customers
2455,32,Male,Alaska,No,Gloves,Accessories,M,Magenta,Winter,72,33,Venmo,Express,0,0,0,4.6,0.92,0.66,0.2,1,1,Mid Value,0.73,0.69,Organically Motivated,Moderately Engaged,Premium Loyalists
2456,20,Male,Alaska,No,Belt,Accessories,L,Lavender,Spring,98,25,Cash,Express,0,0,0,3.4,0.68,0.5,0.35,1,1,High Value,0.688,0.74,Organically Motivated,Moderately Engaged,Moderate Customers
2457,59,Male,Nebraska,No,Jeans,Clothing,M,Green,Winter,83,5,PayPal,2-Day Shipping,0,0,0,3.3,0.66,0.1,0.6,1,1,High Value,0.616,0.465,Organically Motivated,Low Engagement,Moderate Customers
2458,53,Male,Delaware,No,Handbag,Accessories,M,Maroon,Fall,37,23,Cash,2-Day Shipping,0,0,0,3.6,0.72,0.46,0.4,1,1,Low Value,0.69,0.415,Organically Motivated,Moderately Engaged,Emotionally Loyal
2459,66,Male,Texas,No,T-shirt,Clothing,L,Turquoise,Fall,85,17,Bank Transfer,Free Shipping,0,0,0,4.6,0.92,0.34,1,1,1,High Value,0.794,0.595,Organically Motivated,Low Engagement,Premium Loyalists
2460,47,Male,Missouri,No,Socks,Clothing,L,Violet,Fall,36,14,Cash,2-Day Shipping,0,0,0,4.3,0.86,0.28,1,1,1,Low Value,0.77,0.32,Organically Motivated,Low Engagement,Premium Loyalists
2461,58,Male,Maine,No,Jeans,Clothing,S,Lavender,Winter,36,28,Credit Card,Store Pickup,0,0,0,4,0.8,0.56,0.2,1,1,Low Value,0.688,0.46,Organically Motivated,Moderately Engaged,Emotionally Loyal
2462,28,Male,Pennsylvania,No,Scarf,Accessories,L,Red,Summer,86,19,Credit Card,Next Day Air,0,0,0,4.8,0.96,0.38,1,1,1,High Value,0.81,0.62,Organically Motivated,Low Engagement,Premium Loyalists
2463,68,Male,Missouri,No,Pants,Clothing,XL,Orange,Spring,99,31,Bank Transfer,Standard,0,0,0,4.3,0.86,0.62,0.75,1,1,High Value,0.822,0.805,Organically Motivated,Moderately Engaged,Premium Loyalists
2464,60,Male,Mississippi,No,Blouse,Clothing,XL,Indigo,Summer,21,25,Cash,Standard,0,0,0,3.3,0.66,0.5,0.75,1,1,Low Value,0.766,0.355,Organically Motivated,Moderately Engaged,Premium Loyalists
2465,47,Male,Hawaii,No,Jacket,Outerwear,L,Teal,Winter,84,4,Cash,Express,0,0,0,2.8,0.56,0.08,0.75,1,1,High Value,0.63,0.46,Organically Motivated,Low Engagement,Moderate Customers
2466,18,Male,Texas,No,Sandals,Footwear,M,Brown,Spring,63,20,Bank Transfer,Free Shipping,0,0,0,4.4,0.88,0.4,1,1,1,Mid Value,0.808,0.515,Organically Motivated,Moderately Engaged,Premium Loyalists
2467,32,Male,South Dakota,No,Shorts,Clothing,S,Pink,Summer,84,37,Cash,Express,0,0,0,3.7,0.74,0.74,0.2,1,1,High Value,0.736,0.79,Organically Motivated,Highly Engaged,Premium Loyalists
2468,27,Male,New Jersey,No,Shorts,Clothing,M,Lavender,Spring,72,28,Credit Card,Express,0,0,0,3.6,0.72,0.56,0.2,1,1,Mid Value,0.68,0.64,Organically Motivated,Moderately Engaged,Emotionally Loyal
2469,65,Male,Connecticut,No,Skirt,Clothing,L,Cyan,Winter,21,6,Venmo,2-Day Shipping,0,0,0,3.7,0.74,0.12,1,1,1,Low Value,0.71,0.165,Organically Motivated,Low Engagement,Premium Loyalists
2470,68,Male,Maryland,No,Sandals,Footwear,M,Yellow,Fall,92,27,PayPal,Standard,0,0,0,5,1,0.54,0.2,1,1,High Value,0.702,0.73,Organically Motivated,Moderately Engaged,Premium Loyalists
2471,55,Male,Arizona,No,Blouse,Clothing,XL,Pink,Fall,72,29,Credit Card,Next Day Air,0,0,0,2.7,0.54,0.58,0.8,1,1,Mid Value,0.788,0.65,Organically Motivated,Moderately Engaged,Premium Loyalists
2472,30,Male,Oklahoma,No,Sandals,Footwear,M,Gray,Spring,83,1,Cash,Store Pickup,0,0,0,4.3,0.86,0.02,0.2,1,1,High Value,0.532,0.425,Organically Motivated,Low Engagement,Moderate Customers
2473,24,Male,Utah,No,Shirt,Clothing,M,Peach,Summer,73,31,Credit Card,Standard,0,0,0,4.1,0.82,0.62,0.2,1,1,Mid Value,0.708,0.675,Organically Motivated,Moderately Engaged,Premium Loyalists
2474,57,Male,Arkansas,No,Socks,Clothing,M,Red,Winter,98,28,Cash,Next Day Air,0,0,0,2.6,0.52,0.56,0.4,1,1,High Value,0.7,0.77,Organically Motivated,Moderately Engaged,Premium Loyalists
2475,23,Male,North Carolina,No,T-shirt,Clothing,M,Olive,Fall,76,19,Bank Transfer,Store Pickup,0,0,0,3.2,0.64,0.38,0.4,1,1,High Value,0.658,0.57,Organically Motivated,Low Engagement,Emotionally Loyal
2476,69,Male,California,No,Dress,Clothing,S,Lavender,Summer,43,36,Venmo,Next Day Air,0,0,0,3.5,0.7,0.72,0.6,1,1,Low Value,0.806,0.575,Organically Motivated,Highly Engaged,Premium Loyalists
2477,60,Male,Colorado,No,Hat,Accessories,M,Turquoise,Summer,60,28,Cash,Next Day Air,0,0,0,3.7,0.74,0.56,0.6,1,1,Mid Value,0.762,0.58,Organically Motivated,Moderately Engaged,Premium Loyalists
2478,25,Male,California,No,Gloves,Accessories,L,Turquoise,Spring,40,29,PayPal,2-Day Shipping,0,0,0,3.8,0.76,0.58,1,1,1,Low Value,0.85,0.49,Organically Motivated,Moderately Engaged,Premium Loyalists
2479,18,Male,Vermont,No,Socks,Clothing,S,Maroon,Winter,93,9,Bank Transfer,2-Day Shipping,0,0,0,4.8,0.96,0.18,0.35,1,1,High Value,0.62,0.555,Organically Motivated,Low Engagement,Moderate Customers
2480,37,Male,Kansas,No,Dress,Clothing,S,Olive,Fall,98,26,Credit Card,Standard,0,0,0,4.2,0.84,0.52,0.35,1,1,High Value,0.71,0.75,Organically Motivated,Moderately Engaged,Premium Loyalists
2481,61,Male,Ohio,No,Socks,Clothing,XL,Maroon,Summer,91,7,Credit Card,Next Day Air,0,0,0,2.9,0.58,0.14,0.8,1,1,High Value,0.66,0.525,Organically Motivated,Low Engagement,Emotionally Loyal
2482,41,Male,New Jersey,No,Belt,Accessories,XL,Cyan,Fall,92,35,Debit Card,Free Shipping,0,0,0,2.9,0.58,0.7,1,1,1,High Value,0.868,0.81,Organically Motivated,Highly Engaged,Premium Loyalists
2483,69,Male,Arizona,No,Handbag,Accessories,S,Peach,Winter,87,46,Credit Card,Next Day Air,0,0,0,4.8,0.96,0.92,0.35,1,1,High Value,0.842,0.895,Organically Motivated,Highly Engaged,Premium Loyalists
2484,32,Male,Arizona,No,Skirt,Clothing,S,Teal,Fall,96,8,Debit Card,Standard,0,0,0,2.9,0.58,0.16,0.6,1,1,High Value,0.626,0.56,Organically Motivated,Low Engagement,Moderate Customers
2485,60,Male,New Hampshire,No,Hoodie,Clothing,M,Green,Summer,97,50,Cash,2-Day Shipping,0,0,0,4.8,0.96,1,0.35,1,1,High Value,0.866,0.985,Organically Motivated,Highly Engaged,Premium Loyalists
2486,43,Male,Louisiana,No,Blouse,Clothing,M,Beige,Spring,55,37,Bank Transfer,2-Day Shipping,0,0,0,4.6,0.92,0.74,0.2,1,1,Mid Value,0.754,0.645,Organically Motivated,Highly Engaged,Premium Loyalists
2487,61,Male,Texas,No,Jeans,Clothing,L,Magenta,Spring,58,6,Credit Card,Store Pickup,0,0,0,4.4,0.88,0.12,0.8,1,1,Mid Value,0.684,0.35,Organically Motivated,Low Engagement,Emotionally Loyal
2488,57,Male,Montana,No,Boots,Footwear,L,Violet,Spring,21,16,PayPal,Next Day Air,0,0,0,3,0.6,0.32,0.75,1,1,Low Value,0.706,0.265,Organically Motivated,Low Engagement,Premium Loyalists
2489,56,Male,New Hampshire,No,Handbag,Accessories,XL,Charcoal,Summer,82,30,PayPal,Express,0,0,0,4.4,0.88,0.6,0.6,1,1,High Value,0.788,0.71,Organically Motivated,Moderately Engaged,Premium Loyalists
2490,66,Male,South Dakota,No,Coat,Outerwear,M,Green,Winter,34,50,Venmo,Express,0,0,0,3.9,0.78,1,0.4,1,1,Low Value,0.858,0.67,Organically Motivated,Highly Engaged,Premium Loyalists
2491,52,Male,Montana,No,Blouse,Clothing,M,Gray,Spring,78,5,Cash,Free Shipping,0,0,0,4,0.8,0.1,0.35,1,1,High Value,0.58,0.44,Organically Motivated,Low Engagement,Moderate Customers
2492,63,Male,North Carolina,No,Handbag,Accessories,M,Magenta,Spring,47,15,Bank Transfer,Express,0,0,0,2.5,0.5,0.3,0.6,1,1,Mid Value,0.66,0.385,Organically Motivated,Low Engagement,Emotionally Loyal
2493,50,Male,South Dakota,No,Sunglasses,Accessories,S,Silver,Summer,96,34,Bank Transfer,Next Day Air,0,0,0,4.1,0.82,0.68,0.75,1,1,High Value,0.836,0.82,Organically Motivated,Moderately Engaged,Premium Loyalists
2494,21,Male,Maine,No,Socks,Clothing,S,Beige,Fall,23,6,Venmo,2-Day Shipping,0,0,0,4.8,0.96,0.12,0.35,1,1,Low Value,0.602,0.175,Organically Motivated,Low Engagement,Moderate Customers
2495,42,Male,Oklahoma,No,Shoes,Footwear,S,Peach,Winter,27,26,Debit Card,Store Pickup,0,0,0,2.6,0.52,0.52,0.2,1,1,Low Value,0.648,0.395,Organically Motivated,Moderately Engaged,Moderate Customers
2496,40,Male,Nebraska,No,Backpack,Accessories,XL,Orange,Spring,37,34,Credit Card,Free Shipping,0,0,0,3.1,0.62,0.68,0.35,1,1,Low Value,0.736,0.525,Organically Motivated,Moderately Engaged,Premium Loyalists
2497,67,Male,Illinois,No,Scarf,Accessories,S,Yellow,Summer,79,37,Credit Card,Store Pickup,0,0,0,3.2,0.64,0.74,1,1,1,High Value,0.886,0.765,Organically Motivated,Highly Engaged,Premium Loyalists
2498,35,Male,Colorado,No,Backpack,Accessories,M,Violet,Summer,40,28,Bank Transfer,Standard,0,0,0,4.2,0.84,0.56,0.2,1,1,Low Value,0.692,0.48,Organically Motivated,Moderately Engaged,Emotionally Loyal
2499,18,Male,Massachusetts,No,Coat,Outerwear,S,Green,Fall,39,38,Cash,Next Day Air,0,0,0,2.6,0.52,0.76,0.8,1,1,Low Value,0.84,0.575,Organically Motivated,Highly Engaged,Premium Loyalists
2500,52,Male,Louisiana,No,Hoodie,Clothing,L,Pink,Summer,73,2,Cash,Next Day Air,0,0,0,3.1,0.62,0.04,0.4,1,1,Mid Value,0.554,0.385,Organically Motivated,Low Engagement,Moderate Customers
2501,59,Male,Massachusetts,No,Gloves,Accessories,M,Violet,Fall,84,32,Cash,Store Pickup,0,0,0,2.9,0.58,0.64,0.75,1,1,High Value,0.8,0.74,Organically Motivated,Moderately Engaged,Premium Loyalists
2502,49,Male,West Virginia,No,Shorts,Clothing,M,Violet,Fall,94,30,Venmo,Free Shipping,0,0,0,4.6,0.92,0.6,0.75,1,1,High Value,0.822,0.77,Organically Motivated,Moderately Engaged,Premium Loyalists
2503,46,Male,Idaho,No,Skirt,Clothing,L,Pink,Spring,47,17,PayPal,Standard,0,0,0,4.1,0.82,0.34,0.35,1,1,Mid Value,0.654,0.405,Organically Motivated,Low Engagement,Emotionally Loyal
2504,69,Male,Ohio,No,Boots,Footwear,M,Violet,Summer,77,5,Debit Card,Store Pickup,0,0,0,2.5,0.5,0.1,0.75,1,1,High Value,0.63,0.435,Organically Motivated,Low Engagement,Moderate Customers
2505,56,Male,Rhode Island,No,Shorts,Clothing,M,Turquoise,Winter,94,31,Cash,Store Pickup,0,0,0,4,0.8,0.62,0.75,1,1,High Value,0.816,0.78,Organically Motivated,Moderately Engaged,Premium Loyalists
2506,27,Male,Illinois,No,Handbag,Accessories,M,Cyan,Summer,75,43,PayPal,Express,0,0,0,3.5,0.7,0.86,0.4,1,1,High Value,0.808,0.805,Organically Motivated,Highly Engaged,Premium Loyalists
2507,57,Male,New York,No,Dress,Clothing,XL,Orange,Spring,82,19,Venmo,Free Shipping,0,0,0,4.4,0.88,0.38,0.2,1,1,High Value,0.642,0.6,Organically Motivated,Low Engagement,Moderate Customers
2508,58,Male,Louisiana,No,Shoes,Footwear,M,Cyan,Fall,36,32,Credit Card,Store Pickup,0,0,0,2.9,0.58,0.64,0.35,1,1,Low Value,0.72,0.5,Organically Motivated,Moderately Engaged,Premium Loyalists
2509,23,Male,California,No,Sneakers,Footwear,XL,Indigo,Spring,90,5,Debit Card,2-Day Shipping,0,0,0,3.1,0.62,0.1,0.75,1,1,High Value,0.642,0.5,Organically Motivated,Low Engagement,Moderate Customers
2510,19,Male,Washington,No,Socks,Clothing,M,Black,Spring,48,9,Bank Transfer,Free Shipping,0,0,0,4.4,0.88,0.18,0.4,1,1,Mid Value,0.622,0.33,Organically Motivated,Low Engagement,Moderate Customers
2511,40,Male,South Dakota,No,Jacket,Outerwear,L,Purple,Winter,42,48,Credit Card,Standard,0,0,0,4.4,0.88,0.96,1,1,1,Low Value,0.976,0.69,Organically Motivated,Highly Engaged,Premium Loyalists
2512,54,Male,Idaho,No,Backpack,Accessories,M,Cyan,Summer,33,1,PayPal,Store Pickup,0,0,0,2.7,0.54,0.02,0.4,1,1,Low Value,0.54,0.175,Organically Motivated,Low Engagement,Moderate Customers
2513,50,Male,North Dakota,No,Socks,Clothing,M,Green,Summer,63,20,Credit Card,Free Shipping,0,0,0,4.9,0.98,0.4,0.6,1,1,Mid Value,0.738,0.515,Organically Motivated,Moderately Engaged,Premium Loyalists
2514,69,Male,Washington,No,Handbag,Accessories,L,Teal,Winter,53,42,Cash,2-Day Shipping,0,0,0,3.5,0.7,0.84,0.2,1,1,Mid Value,0.762,0.685,Organically Motivated,Highly Engaged,Premium Loyalists
2515,42,Male,Alaska,No,Hat,Accessories,L,Teal,Spring,37,45,PayPal,Free Shipping,0,0,0,4.8,0.96,0.9,0.75,1,1,Low Value,0.916,0.635,Organically Motivated,Highly Engaged,Premium Loyalists
2516,37,Male,Kansas,No,Blouse,Clothing,M,Magenta,Summer,92,41,Cash,2-Day Shipping,0,0,0,4.2,0.84,0.82,0.6,1,1,High Value,0.85,0.87,Organically Motivated,Highly Engaged,Premium Loyalists
2517,46,Male,Utah,No,Shorts,Clothing,XL,Brown,Spring,73,36,Debit Card,Standard,0,0,0,4.6,0.92,0.72,0.4,1,1,Mid Value,0.788,0.725,Organically Motivated,Highly Engaged,Premium Loyalists
2518,64,Male,Wyoming,No,Shirt,Clothing,L,Orange,Spring,38,10,Venmo,Standard,0,0,0,2.9,0.58,0.2,0.2,1,1,Low Value,0.558,0.29,Organically Motivated,Low Engagement,Moderate Customers
2519,20,Male,Maine,No,Boots,Footwear,XL,Blue,Fall,51,31,Venmo,Store Pickup,0,0,0,4,0.8,0.62,0.2,1,1,Mid Value,0.706,0.565,Organically Motivated,Moderately Engaged,Premium Loyalists
2520,40,Male,Michigan,No,Jacket,Outerwear,L,Magenta,Spring,90,21,Credit Card,Standard,0,0,0,4.9,0.98,0.42,0.4,1,1,High Value,0.704,0.66,Organically Motivated,Moderately Engaged,Premium Loyalists
2521,64,Male,Illinois,No,Jacket,Outerwear,L,Magenta,Summer,56,16,Cash,Next Day Air,0,0,0,3.1,0.62,0.32,0.35,1,1,Mid Value,0.628,0.44,Organically Motivated,Low Engagement,Moderate Customers
2522,29,Male,Minnesota,No,Handbag,Accessories,M,Magenta,Fall,33,18,PayPal,Standard,0,0,0,4.4,0.88,0.36,0.35,1,1,Low Value,0.666,0.345,Organically Motivated,Low Engagement,Emotionally Loyal
2523,20,Male,Massachusetts,No,Belt,Accessories,S,Olive,Winter,53,20,Debit Card,2-Day Shipping,0,0,0,2.5,0.5,0.4,1,1,1,Mid Value,0.77,0.465,Organically Motivated,Moderately Engaged,Premium Loyalists
2524,43,Male,New Jersey,No,Handbag,Accessories,S,Cyan,Spring,24,21,Bank Transfer,Express,0,0,0,3.4,0.68,0.42,0.2,1,1,Low Value,0.634,0.33,Organically Motivated,Moderately Engaged,Moderate Customers
2525,60,Male,Kansas,No,Coat,Outerwear,M,Purple,Spring,59,23,Credit Card,Express,0,0,0,3.7,0.74,0.46,0.4,1,1,Mid Value,0.692,0.525,Organically Motivated,Moderately Engaged,Emotionally Loyal
2526,39,Male,Kentucky,No,Sweater,Clothing,M,Purple,Winter,72,20,PayPal,Standard,0,0,0,4.2,0.84,0.4,1,1,1,Mid Value,0.804,0.56,Organically Motivated,Moderately Engaged,Premium Loyalists
2527,47,Male,Rhode Island,No,Shorts,Clothing,S,Peach,Spring,28,30,PayPal,Express,0,0,0,3.4,0.68,0.6,0.75,1,1,Low Value,0.798,0.44,Organically Motivated,Moderately Engaged,Premium Loyalists
2528,19,Male,Illinois,No,Pants,Clothing,M,Gold,Fall,36,33,Bank Transfer,Express,0,0,0,3.6,0.72,0.66,0.35,1,1,Low Value,0.74,0.51,Organically Motivated,Moderately Engaged,Premium Loyalists
2529,52,Male,Alabama,No,Jewelry,Accessories,S,Peach,Fall,47,31,Debit Card,2-Day Shipping,0,0,0,4.7,0.94,0.62,0.6,1,1,Mid Value,0.8,0.545,Organically Motivated,Moderately Engaged,Premium Loyalists
2530,34,Male,Tennessee,No,Gloves,Accessories,M,Magenta,Spring,62,48,Bank Transfer,Next Day Air,0,0,0,4.7,0.94,0.96,0.6,1,1,Mid Value,0.902,0.79,Organically Motivated,Highly Engaged,Premium Loyalists
2531,25,Male,Massachusetts,No,Skirt,Clothing,S,Cyan,Spring,98,28,Debit Card,Free Shipping,0,0,0,3.6,0.72,0.56,1,1,1,High Value,0.84,0.77,Organically Motivated,Moderately Engaged,Premium Loyalists
2532,43,Male,Texas,No,Sandals,Footwear,M,Violet,Summer,28,7,Cash,Free Shipping,0,0,0,4.6,0.92,0.14,0.35,1,1,Low Value,0.604,0.21,Organically Motivated,Low Engagement,Moderate Customers
